app_name,rating,review,preprocessed_text,tf-idf_Logistic Regression,transformers_sentiment
Busuu,5,"memang bagus banget sih aplikasi ini ada orang juga yang menjelaskan cara bicara bahasa nya , memang bagus parah si ini gratis tapi dah kayak gitu apalagi biasanya ada iklan kan di aplikasi ini kayak ga ada gitu, mantap, mantap ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»",bagus banget aplikasi orang bicara bahasa bagus parah gratis kayak gitu iklan aplikasi kayak gitu mantap mantap,Positif,Negatif
Busuu,4,sangat bagus,bagus,Positif,Negatif
Busuu,5,apk nya baguss sekaliðŸ˜,aplikasi bagus sekali,Positif,Negatif
Busuu,5,bguss sngkt membantuðŸ¥°ðŸ¥°,bagus sangat bantu,Positif,Negatif
Busuu,5,aplikasinya bagus banget recommended,aplikasi bagus banget recommended,Positif,Positif
Busuu,5,sangat baik bisa mengajarkan anak anak mengasah pikiran bahasa bahasa jepang,ajar anak anak asah pikir bahasa bahasa jepang,Positif,Negatif
Busuu,5,aplikasi yang sangat membantu untuk mulai belajar bahasa Inggris,aplikasi bantu ajar bahasa inggris,Positif,Negatif
Busuu,5,bagusðŸ‘,bagus,Positif,Negatif
Busuu,5,keren,keren,Positif,Positif
Busuu,5,sangat terbantu dan mudah,bantu mudah,Positif,Negatif
Busuu,5,"cintaaa bgtðŸ«¶ðŸ» mudah dipelajari, mudah diingat juga...ðŸ˜",cintaaa bangat mudah ajar mudah,Positif,Negatif
Busuu,5,sangat baik membantu sekali bagi yg ingin belajar tentang bahasa,bantu ajar bahasa,Positif,Negatif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,Good,bagus,Positif,Negatif
Busuu,5,apk perfect,aplikasi perfect,Negatif,Positif
Busuu,5,enak buat belajar bahasa,enak ajar bahasa,Positif,Positif
Busuu,5,so niceðŸ‘ðŸ‘,nice,Negatif,Positif
Busuu,5,KERENNNNNNNNðŸ¤©ðŸ¤©,keren,Positif,Positif
Busuu,5,"aplikasi nya ngebantu bgt buat belajar bahasa asing, udh nyoba beberapa aplikasi lain tapi cmn busuu yg paling ngaruhðŸ’—",aplikasi ngebantu banget ajar bahasa asing nyoba aplikasi cmn ngaruh,Positif,Negatif
Busuu,5,Cocok saat lagi gabut ðŸ—¿ðŸ‘ðŸ½,cocok gabut,Negatif,Negatif
Busuu,5,sangat membantu,bantu,Positif,Negatif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,good job,bagus job,Positif,Negatif
Busuu,5,very good,very bagus,Positif,Negatif
Busuu,5,apknya bagus buat baget ni,aplikasi bagus baget,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,keren buat melatih diri bagi pemula,keren latih mula,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,Aplikasi yang bagus dan bermanfaat,aplikasi bagus manfaat,Positif,Negatif
Busuu,5,"bagus bangetttt, di ajarin step by step buat aku cpet faham, thanks a lot Busuu",bagus bangetttt ajarin step step cpet faham thanks lot,Positif,Positif
Busuu,5,"mantap, sangat membantu dalam belajar bahasa inggris..",mantap bantu ajar bahasa inggris,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,aplikasi ini bagus sekali. saya menyarankan anda untuk menggunakan aplikasi ini untuk belajar bahasa yang ingin anda kuasai dan cukup banyak bahasa untuk di pelajari. tapi tolong di fitur pertukaran bahasa tolong tambahkan bahasa Indonesia agar mempermudah saya dalam belajar bahasa lain.,aplikasi bagus saran aplikasi ajar bahasa kuasa bahasa ajar tolong fitur tukar bahasa tolong tambah bahasa indonesia mudah ajar bahasa,Positif,Negatif
Busuu,5,"oke, aplikasi nya bagus, setiap kita abis jawab soal, nanti dia kasi penjelasan, penjelasan nya nggk panjang singkat, padat, jelas, buat kita jadi mudah paham",oke aplikasi bagus abis kasi jelas jelas nggk singkat padat mudah paham,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,"apk yg sangat bagus untuk belajar bahasa inggris,menurut ku ini saran yg sangan bagus bagi orang yg ingin mempelajari bahasa inggris",aplikasi bagus ajar bahasa inggris saran sangan bagus orang ajar bahasa inggris,Positif,Negatif
Busuu,5,sangat menenagkan,menenagkan,Negatif,Positif
Busuu,5,good,bagus,Positif,Negatif
Busuu,4,good,bagus,Positif,Negatif
Busuu,5,mantaap,mantaap,Negatif,Positif
Busuu,5,baguss aplikasinya,bagus aplikasi,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,SANGAT BAGUSSSSS,bagus,Positif,Negatif
Busuu,3,sangat membantu,bantu,Positif,Negatif
Busuu,5,bagus banget,bagus banget,Positif,Negatif
Busuu,5,"mantap sekali, senang bisa belajar",mantap senang ajar,Positif,Positif
Busuu,5,"mudah mengerti kosa kata pengucapan dan penulisan dilatih top bgt, tapi tolong yg pake gratisan tetap didukungðŸ’ª kualitas ny masih sma y.. .. , semangat busuu ðŸ’ªðŸ’ª",mudah erti kosa ucap tulis latih top banget tolong pakai gratis dukung kualitas sma semangat,Negatif,Negatif
Busuu,5,fantastic,fantastic,Negatif,Positif
Busuu,5,beda dari yang lain ðŸ’“,beda,Negatif,Negatif
Busuu,5,"bagus, mudah diikuti",bagus mudah ikut,Positif,Negatif
Busuu,4,okelah,oke,Negatif,Positif
Busuu,5,simple dan mudah dipahami,simple mudah paham,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,bagus bangett aplikasi membantu dan kek mudah aja masuk ke otaknya mana kek desain dari aplikasi nya simple and ngaa terlalu banyak iklan atau kek warna mencolok gitu jadi in bagus bangt makasih buat developer yng udh nyiptain aplikasi sebagus ini,bagus banget aplikasi bantu mudah masuk otak desain aplikasi simple and ngaa iklan warna colok gitu bagus bangt makasih developer yng nyiptain aplikasi bagus,Positif,Negatif
Busuu,5,sangat bagus untuk dipelajari,bagus ajar,Positif,Negatif
Busuu,5,"sejauh ini, busuu aplikasi belajar bahasa asing terbaik yang pernah aku coba ðŸ‘ðŸ‘ materinya terstruktur jadi pembelajarannya lebih mudah masuk ke otak. sayangnya list bahasanya masih terbatas ya. semoga kedepannya nambah bahasa asing lain. soalnya aku mau belajar bahasa hindi juga tapi karena ga ada jadi aku mau fokusin di Jepang dan Spanyol dulu. sukses selalu busuu ðŸ’ªðŸ’—",aplikasi ajar bahasa asing baik coba materi struktur ajar mudah masuk otak sayang list bahasa batas moga depan nambah bahasa asing ajar bahasa hindi fokusin jepang spanyol sukses,Positif,Negatif
Busuu,5,sangat bagus dan bisa membuat saya lebih mengerti karena ada penjelasan setelah kosakata,bagus erti jelas kosakata,Positif,Negatif
Busuu,5,berkat ini aku bisa bahasa Inggris,berkat bahasa inggris,Positif,Negatif
Busuu,5,aaaa kenapa baru tau ada aplikasi buat belajar bahasa sebagus ini,aaaa tau aplikasi ajar bahasa bagus,Positif,Negatif
Busuu,5,baguss,bagus,Positif,Negatif
Busuu,5,"bagus pokoknya, recomend",bagus pokok recomend,Positif,Negatif
Busuu,5,good apk,bagus aplikasi,Positif,Negatif
Busuu,5,sangat cocok buat pemula,cocok mula,Negatif,Negatif
Busuu,5,very good,very bagus,Positif,Negatif
Busuu,5,bagus banget buat belajar bahasa jepang permula ðŸ˜»,bagus banget ajar bahasa jepang mula,Positif,Negatif
Busuu,5,bagus bagi anda yg ingin bisa bljr apapun terutama inggris,bagus ajar inggris,Positif,Negatif
Busuu,5,sangat membantu dan ðŸ‘,bantu,Positif,Negatif
Busuu,5,bagus ðŸ‘ðŸ˜Š,bagus,Positif,Negatif
Busuu,5,bagus semoga aku bisa bahasa inggris aminnðŸ¤²ðŸ¤²,bagus moga bahasa inggris aminn,Positif,Positif
Busuu,5,"bagus banget,suka banget sama busuu ini dia ngajarin sesuai tingkatan dan kemampuan dan gratis juga, pokoknya bagus banget deh",bagus banget suka banget ngajarin sesuai tingkat mampu gratis pokok bagus banget,Positif,Negatif
Busuu,4,aplikasi ini sangat membantu sy dalam belajar bhs inggris,aplikasi bantu ajar bahasa inggris,Positif,Negatif
Busuu,5,"seruu pelajarannyaa, loveee deh",seru pelajarannyaa loveee,Positif,Positif
Busuu,5,"interesting, very helpful",interesting very helpful,Negatif,Positif
Busuu,4,"cara belajarnya menyenangkan, penjelasannya juga mudah dipahami",ajar senang jelas mudah paham,Positif,Negatif
Busuu,5,"japan nya gampang di pahami (â â‰§â â–½â â‰¦â )ðŸ’–ðŸ’–, apk ini ga cuma ngajarin kosa kata, tapi kalimat jugaa (â âœ¯â á´—â âœ¯â ) 100/100 buat aplikasi ini ðŸŒŸðŸŒŸðŸŒŸðŸ’–ðŸ’–ðŸ’–.",japan gampang paham aplikasi ngajarin kosa kalimat jugaa aplikasi,Negatif,Negatif
Busuu,5,mudah di mengerti keren,mudah erti keren,Positif,Negatif
Busuu,4,sangat membantu,bantu,Positif,Negatif
Busuu,5,"bermanfaat dan sangat step by step, tapi beberapa terkadang sulit diakses",manfaat step step terkadang sulit akses,Negatif,Negatif
Busuu,5,"sangat membantu dalam belajar bahasa asing. banyak bahasa yang dapat dipelajari. Materinya sangat jelas dan mudah dipahami, bahkan teks kita bisa dikoreksi oleh native langsung . kereen",bantu ajar bahasa asing bahasa ajar materi mudah paham teks koreksi native langsung kereen,Positif,Negatif
Busuu,5,bagusss bagusss,bagus bagus,Positif,Negatif
Busuu,4,aplikasi nya bagus banget walaupun gak bisa akses semua karena belum nyoba paket premium TPI bagus,aplikasi bagus banget akses nyoba paket premium bagus,Positif,Negatif
Busuu,5,bagus,bagus,Positif,Negatif
Busuu,5,bgus kalo kita jwb suka ada penjelasan nya. Recommended,bgus kalo jwb suka jelas recommended,Negatif,Positif
Busuu,5,sngt berguna,sngt guna,Positif,Negatif
Busuu,5,sangat bagus ada beberapa metode yang gak ada di aplikasi lain seperti contoh lewat video bahkan dari penutur lokal langsung dari bahasa yang dipelajari dan gak cuma itu ada penjelasan detail tentang dari kata tertentu seperti kata ini digunakan dalam situasi atau waktu tertentu.walaupun ada beberapa minus yaitu pelajaran nya itu sekali belajar jadi kalo belajar disini antara diulang sendiri atau pelajaran dicatat di buku sendiri.,bagus metode aplikasi contoh video tutur lokal langsung bahasa ajar jelas detail situasi tertentuwalaupun minus ajar ajar kalo ajar ulang ajar catat buku,Positif,Negatif
Busuu,5,sangat membatu,batu,Negatif,Positif
Busuu,5,aplikasi busu sangat bermanfaat,aplikasi manfaat,Positif,Negatif
Busuu,5,bagus banget aplikasi busuu ini rekomend banget buat kalian yang sedang belajar bahasa asing,bagus banget aplikasi rekomend banget ajar bahasa asing,Positif,Negatif
Busuu,5,mantap sekali,mantap,Negatif,Positif
Busuu,5,mantap jaya sangat membantu,mantap jaya bantu,Positif,Negatif
Busuu,5,Good APK,bagus aplikasi,Positif,Negatif
Busuu,5,"Aplikasinya oke banget sih, apalagi buat yang belajar bahasa dari nol pake aplikasi ini ngebantu banget",aplikasi oke banget ajar bahasa nol pakai aplikasi ngebantu banget,Positif,Negatif
Busuu,5,sangat bagus,bagus,Positif,Negatif
Busuu,5,"bagus bangett, ngebantu aku belajar bahasa inggris dari awalðŸ¥ºðŸ¤",bagus banget ngebantu ajar bahasa inggris awal,Positif,Negatif
Busuu,5,sangat membantu untuk menambah kata pelapalan b.inggris,bantu tambah pelapalan binggris,Positif,Negatif
Busuu,5,mantap,mantap,Negatif,Positif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,"Day 1 belajar Inggris, lebih bagus dari aplikasi hijau, soalnya bukan kalimat acak, jdi lebih mudah untuk mengingat âœ¨ðŸ¤",day ajar inggris bagus aplikasi hijau kalimat acak mudah,Positif,Negatif
Busuu,5,"sangat menyenangkan belajar di aplikasi ini, nanya saja berbayar:(",senang ajar aplikasi nanya bayar,Negatif,Negatif
Busuu,5,"bagus banget belajarnya, seru mana pake contoh Vidio / gambar",bagus banget ajar seru pakai contoh vidio gambar,Positif,Negatif
Busuu,5,bagusss,bagus,Positif,Negatif
Busuu,5,good Apps,bagus aplikasi,Positif,Negatif
Busuu,5,membantu banget untuk pemula,bantu banget mula,Positif,Negatif
Busuu,5,mantap....,mantap,Negatif,Positif
Busuu,5,good,bagus,Positif,Negatif
Busuu,5,"KENAPA GUE BARU TAU APLIKASI SEBAGUS INIII KENAPAA GA DARI DULUUU, SEMOGA MASUK SURGA YANG BUAT NI APKKKKKK ðŸ˜–â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸",tau aplikasi bagus iniii kenapaa duluuu moga masuk surga apkkkkkk,Negatif,Negatif
Busuu,5,bagus bagus bang ðŸ˜Ž,bagus bagus bang,Positif,Negatif
Busuu,5,good apk,bagus aplikasi,Positif,Negatif
Busuu,5,membantun,bantun,Negatif,Negatif
Busuu,5,Akhirnya nemu aplikasi belajar bahasa asing yang lengkap dan detail isinya. Buat harga premiumnya juga murah banget. Recommended banget asli!,nemu aplikasi ajar bahasa asing lengkap detail isi harga premium murah banget recommended banget asli,Positif,Negatif
Busuu,5,Aplikasi yang sangat menarik,aplikasi tarik,Negatif,Positif
Busuu,5,sangat bagus,bagus,Positif,Negatif
Busuu,5,membantu,bantu,Positif,Negatif
Busuu,5,bagus banget sih menurut aku karena lebih akurat aja gituðŸ‘ðŸ‘ðŸ‘ðŸ‘,bagus banget akurat gitu,Positif,Negatif
Busuu,5,kalau serius pasti ada bisa,serius,Negatif,Negatif
Busuu,5,Okay membantu,okay bantu,Positif,Positif
Busuu,5,tingkat kan yang geratis,tingkat gratis,Negatif,Positif
Busuu,5,"saya sangat terbantu dengan aplikasi ini untuk belajar berbagai bahasa asing. aplikasi ini memuat materi dngan cara yang sangat mudah di mengerti. teman"" jika ingin belajar bahasa asing dengan lebih efisien di rekomendasikan untuk mendownload aplikasi iniðŸ”¥ðŸ”¥ðŸ’¯",bantu aplikasi ajar bahasa asing aplikasi muat materi dngan mudah erti teman ajar bahasa asing efisien rekomendasi mendownload aplikasi ini,Positif,Negatif
Busuu,4,"aplikasi ini sangat bermanfaat sekali bagi saya yang saat ini sedang belajar bahasa asing. dengan dilengkapi materi yang terstruktur dan fitur vn, membuat saya lebih paham akan bahasa yang saya pelajari. namun sayangnya, ada fitur yang saya rasa perlu diperbaiki yaitu fitur komunitas. padahal sinyal saya lancar dan stabil, tapi mengapa di fitur tersebut menyatakan jika koneksi saya tidak stabil?",aplikasi manfaat ajar bahasa asing lengkap materi struktur fitur paham bahasa ajar sayang fitur baik fitur komunitas sinyal lancar stabil fitur koneksi stabil,Negatif,Negatif
Busuu,4,ya mantap,mantap,Negatif,Positif
Busuu,5,"bgs bgt untuk pemula,, hihii",bagus banget mula hihii,Positif,Negatif
Busuu,5,mantappðŸ‘,mantapp,Negatif,Positif
Busuu,5,"belajar di aplikasi ini sangat mudah dimengerti dan sangat membantu bagi pemula, ga ngebosenin pokonya! selamat belajar teman teman",ajar aplikasi mudah erti bantu mula ngebosenin poko selamat ajar teman teman,Positif,Negatif
Busuu,5,Bukan sekedar memberikan jawaban benar tapi selalu di sertakan alasannya. sangat rekomended,dar serta alas rekomended,Negatif,Positif
Busuu,5,keren,keren,Positif,Positif
Busuu,5,apk gacor bener2 bagus buat belajar bahasa,aplikasi gacor bener2 bagus ajar bahasa,Positif,Negatif
Busuu,5,bagus untuk pemula,bagus mula,Positif,Negatif
Busuu,5,good,bagus,Positif,Negatif
Busuu,4,bagus si tapi harus premium,bagus premium,Positif,Negatif
HelloTalk,5,sangat bagus,bagus,Positif,Negatif
HelloTalk,5,bagus,bagus,Positif,Negatif
HelloTalk,5,Aplikasinya sangat bagus dan membantu untuk belajar bahasa inggris.tapi pas login kok akun google anda tidak bisa di sambung padahal saya sudah login beberapa waktu lalu saya mohon pihak helloTalk memperbaiki kesalahannya segera,aplikasi bagus bantu ajar bahasa inggristapi sesuai login akun google sambung login mohon baik salah,Negatif,Negatif
HelloTalk,3,sebenarnya ini aplikasi bagus cumaa kenapa aku sdah lama tapi ko ga ada satu pun yang mau berteman dengan ku? bahkan postingan ku sudah 2 bulan ku post tapi sama sekali tidak ada yang like.,aplikasi bagus cumaa sdah teman postingan post like,Negatif,Negatif
HelloTalk,5,aku main ini tapi ega seruh tapi aku puna teman jadi aku kasi bintan lima ðŸ˜,main ega seruh puna teman kasi bintan,Negatif,Negatif
HelloTalk,4,"apk nya ini bagus banget sih,sedikit mau cerita aku kan hapus akun,trs bikin lagi,tapi kenapa ga ada satu orang pun yang mengunjungi akun aku gitu",aplikasi bagus banget cerita hapus akun trs bikin orang unjung akun gitu,Negatif,Negatif
HelloTalk,5,hello talk ini sangat seru dan kita bisa berteman di sosial media,hello talk seru teman sosial media,Positif,Positif
HelloTalk,1,saya pengguna baru ketika saya mau masang profil untuk login selalu ada tulisan gagal dan ga bisa login gara gara itu,guna masang profil login tulis gagal login gara gara,Negatif,Negatif
HelloTalk,5,Aaaaa dapat teman China gak tuh,aaaaa teman china tuh,Positif,Negatif
HelloTalk,5,Nice aplications,bagus aplications,Positif,Negatif
HelloTalk,5,bagus sie apk ini membantu bngt buat kita yg mau belajar bhasa asing,bagus sie aplikasi bantu banget ajar bhasa asing,Positif,Negatif
HelloTalk,5,Coba dlu spa tau bagus,coba dlu spa tau bagus,Positif,Negatif
HelloTalk,5,aplikasi nya bagus bnget seneng dehh,aplikasi bagus bnget neng dehh,Positif,Negatif
HelloTalk,2,"aplikasinya lumayan untuk belajar bahasa asing , dan berkenalan dengan teman teman di berbagai negara. hanya saja menurutku VIP nya terlalu mahal",aplikasi lumayan ajar bahasa asing nal teman teman negara turut vip mahal,Negatif,Negatif
HelloTalk,5,"bagus banget sumpah,jadi seneng punya temen luar negri",bagus banget sumpah neng temen negeri,Positif,Negatif
HelloTalk,3,susah untuk di download dengan notifikasi penyimpanan habis padahal penyimpanan masuk penuh aneh sekali,susah download notifikasi simpan habis simpan masuk penuh aneh,Negatif,Negatif
HelloTalk,5,bagus buat yg mau belajar bhs Mandarin atau lain sebagainya,bagus ajar bahasa mandarin,Positif,Negatif
HelloTalk,5,senang kalo bisa,senang kalo,Negatif,Positif
HelloTalk,4,"menurutku ini bagus,bisa belajar bahasa asing dan juga punya teman dari negara manapun,sumpah ini menurutku bagus tapi ada bug nya sedikit tapi ya gapapa lah masih oke",turut bagus ajar bahasa asing teman negara mana sumpah turut bagus bug gapapa oke,Positif,Negatif
HelloTalk,5,Membantu dalam belajar. Tapi kendala mode VIP masih expensive....,bantu ajar kendala mode vip expensive,Negatif,Negatif
HelloTalk,3,"Aplikasinya suka ngeleg, tiba"" keluar sendiri, ngilang sendiri lg ngobrol sm temen di voice room",aplikasi suka ngeleg ngilang obrol temen voice room,Negatif,Negatif
HelloTalk,5,Seruuu sumpah ini aplikasi banyak temen dari luar negeri pun banyak bisa belajar bahasa juga sama mereka the best dehhðŸ‘ðŸ‘,seru sumpah aplikasi temen negeri ajar bahasa the best dehh,Positif,Positif
HelloTalk,5,good,bagus,Positif,Negatif
HelloTalk,5,"Bagus banget. Gw bisa punya temen luar negeri, dari China dan Inggris, pokoknya bagus deh!!",bagus banget temen negeri china inggris pokok bagus,Positif,Negatif
HelloTalk,5,Aplikasi ini bagus tapii terjemahan nya harus di bayar ðŸ˜’,aplikasi bagus tapi terjemah bayar,Negatif,Negatif
HelloTalk,5,Sangat bagus,bagus,Positif,Negatif
HelloTalk,5,Mahal sekali,mahal,Negatif,Positif
HelloTalk,1,Aplikasi ini sangat jelek dan tidak jelas! masa akun saya tiba tiba-tiba ke banned padahal saya tidak melakukan kesalahan seperti rasisme dan pelecehan seksual,aplikasi jelek akun tibatiba banned salah rasisme leceh seksual,Negatif,Negatif
HelloTalk,1,Gw udah apus akun gw biar bisa di pulihkan malah kaga bisa kan gjls,hapus akun biar pulih kaga gjls,Negatif,Negatif
HelloTalk,5,baguss bngttt,bagus banget,Positif,Negatif
HelloTalk,4,"udah bagus, cuma kurang fitur untuk tambah akun. Karena kadang akun saya error dan tidak bisa ganti akun kecuali akun yang sebelumnya di hapus, semoga bisa tambah fitur ini yaa, selebihnya udah bagus banget!",bagus fitur akun kadang akun error ganti akun kecuali akun hapus moga fitur lebih bagus banget,Negatif,Negatif
HelloTalk,4,boleh lah buat di dowlod,dowlod,Negatif,Negatif
